TP,FP,TN,FN,coverage,accuracy,precision,recall,F1,threshold,model
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.0,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.01,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.02,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.03,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.04,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.05,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.06,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.07,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.08,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.09,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.1,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.11,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.12,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.13,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.14,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.15,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.16,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.17,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.18,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.19,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.2,TFIDF-top1
1726851,4417483,20121268257,965118,1.0,0.9997325864469647,0.2810477099714957,0.6414824984983111,0.3908537314757088,0.21,TFIDF-top1
1726851,4414351,20121271389,965118,1.0,0.9997327420481783,0.2811910437077302,0.6414824984983111,0.39099231748145713,0.22,TFIDF-top1
1726851,4414351,20121271389,965118,1.0,0.9997327420481783,0.2811910437077302,0.6414824984983111,0.39099231748145713,0.23,TFIDF-top1
1726851,4414409,20121271331,965118,1.0,0.9997327391666744,0.2811883880506606,0.6414824984983111,0.3909897501808229,0.24,TFIDF-top1
1726851,4414223,20121271517,965118,1.0,0.9997327484073595,0.2811969046456695,0.6414824984983111,0.39099798336767977,0.25,TFIDF-top1
1726851,4414130,20121271610,965118,1.0,0.999732753027702,0.2812011631366389,0.6414824984983111,0.391002100091136,0.26,TFIDF-top1
1726851,4412639,20121273101,965118,1.0,0.9997328271022261,0.2812694539774476,0.6414824984983111,0.3910681123017159,0.27,TFIDF-top1
1726851,4411788,20121273952,965118,1.0,0.9997328693808445,0.2813084463836365,0.6414824984983111,0.39110579928358274,0.28,TFIDF-top1
1726851,4402933,20121282807,965118,1.0,0.9997333093070089,0.28171482062010667,0.6414824984983111,0.3914983790636623,0.29,TFIDF-top1
1726851,4402669,20121283071,965118,1.0,0.99973332242282,0.28172695414975396,0.6414824984983111,0.39151009540452864,0.3,TFIDF-top1
1726851,4402667,20121283073,965118,1.0,0.9997333225221822,0.28172704607442217,0.6414824984983111,0.39151018416736316,0.31,TFIDF-top1
1726851,4394295,20121291445,965118,1.0,0.9997337384523739,0.28211236915440346,0.6414824984983111,0.3918820984407897,0.32,TFIDF-top1
1726851,4419207,20121266533,965118,1.0,0.9997325007967437,0.2809688746835777,0.6414824984983111,0.39077748913869575,0.33,TFIDF-top1
1726851,4417373,20121268367,965118,1.0,0.999732591911886,0.2810527415667137,0.6414824984983111,0.3908585971356669,0.34,TFIDF-top1
1726851,4417286,20121268454,965118,1.0,0.9997325962341419,0.28105672122870956,0.6414824984983111,0.3908624455161584,0.35000000000000003,TFIDF-top1
1726851,4416882,20121268858,965118,1.0,0.9997326163053074,0.2810752029751293,0.6414824984983111,0.39088031714967303,0.36,TFIDF-top1
1726851,4424148,20121261592,965118,1.0,0.9997322553224153,0.2807431768400548,0.6414824984983111,0.39055914258651625,0.37,TFIDF-top1
1726851,4363670,20121322070,965118,1.0,0.9997352599361439,0.2835309163206235,0.6414824984983111,0.39324861172628717,0.38,TFIDF-top1
1726851,4356017,20121329723,965118,1.0,0.9997356401456228,0.2838876332677283,0.6414824984983111,0.3935915846641937,0.39,TFIDF-top1
1726851,4352693,20121333047,965118,1.0,0.9997358052856081,0.28404284926632656,0.6414824984983111,0.39374073777237745,0.4,TFIDF-top1
1726851,4345020,20121340720,965118,1.0,0.9997361864887091,0.2844017931210989,0.6414824984983111,0.39408546938328404,0.41000000000000003,TFIDF-top1
1726851,4343533,20121342207,965118,1.0,0.9997362603645088,0.28447146012509256,0.6414824984983111,0.39415234697803203,0.42,TFIDF-top1
1726835,4336737,20121349003,965134,1.0,0.9997365972023851,0.28478840525023863,0.6414765548934628,0.39445535118846453,0.43,TFIDF-top1
1717610,4308522,20121377218,974359,1.0,0.9997375406465252,0.2850269459746318,0.6380496952230876,0.3940330583460779,0.44,TFIDF-top1
1716913,4282946,20121402794,975056,1.0,0.9997387766626791,0.28615889140061457,0.6377907769368815,0.3950637311276753,0.45,TFIDF-top1
1716913,4272643,20121413097,975056,1.0,0.9997392885270802,0.28665113073489923,0.6377907769368815,0.39553258212122866,0.46,TFIDF-top1
1716913,4080248,20121605492,975056,1.0,0.9997488469228327,0.2961644501506858,0.6377907769368815,0.4044968094492604,0.47000000000000003,TFIDF-top1
1716888,4065499,20121620241,975081,1.0,0.9997495784273888,0.29691682690902566,0.637781490054306,0.4051960998570275,0.48,TFIDF-top1
1716888,4012395,20121673345,975081,1.0,0.9997522166926662,0.2996689114501762,0.637781490054306,0.40775124648923927,0.49,TFIDF-top1
1716603,3813713,20121872027,975366,1.0,0.9997620732743971,0.3103987186265667,0.6376756195929448,0.4175488930388571,0.5,TFIDF-top1
1716603,3712633,20121973107,975366,1.0,0.9997670950402573,0.3161776353063304,0.6376756195929448,0.42274588561672805,0.51,TFIDF-top1
1716400,3638999,20122046741,975569,1.0,0.9997707431733092,0.32049899549968175,0.6376002101064314,0.42657425384299563,0.52,TFIDF-top1
1716400,3617365,20122068375,975569,1.0,0.9997718179742848,0.32179895439712847,0.6376002101064314,0.4277241184420017,0.53,TFIDF-top1
1716729,3495748,20122189992,975240,1.0,0.9997778763860338,0.3293499424553816,0.6377224254811256,0.4343704796009739,0.54,TFIDF-top1
1707268,3229333,20122456407,984701,1.0,0.9997906421440951,0.3458387663900728,0.6342078976392374,0.4475984358798569,0.55,TFIDF-top1
1717964,2883044,20122802696,974005,1.0,0.9998083775525399,0.3733886139732859,0.6381811974803573,0.47112831975200253,0.56,TFIDF-top1
1718109,2865992,20122819748,973860,1.0,0.9998092319184629,0.3747973703022687,0.6382350613992954,0.47226291115945834,0.5700000000000001,TFIDF-top1
1718425,2788237,20122897503,973544,1.0,0.9998131105718312,0.3813077173304765,0.6383524475950503,0.47743105598828445,0.58,TFIDF-top1
1718269,2719655,20122966085,973700,1.0,0.9998165100509641,0.3871785546575381,0.6382944974477789,0.48199012243241235,0.59,TFIDF-top1
1718717,2813392,20122872348,973252,1.0,0.999811875350575,0.37923117030062603,0.6384609183835327,0.47583013361705123,0.6,TFIDF-top1
1718664,2788995,20122896745,973305,1.0,0.9998130847873389,0.3812764008990032,0.6384412301924725,0.4774313339522542,0.61,TFIDF-top1
1717824,2737474,20122948266,974145,1.0,0.9998156026753046,0.3855688216590675,0.6381291909379343,0.48069394916966174,0.62,TFIDF-top1
1716340,2726611,20122959129,975629,1.0,0.9998160686343667,0.3863063085773397,0.6375779215882501,0.48110980922000524,0.63,TFIDF-top1
1682486,2697021,20122988719,1009483,1.0,0.9998158567941448,0.3841724650742652,0.6250019966797538,0.4758514346934077,0.64,TFIDF-top1
1680939,3004621,20122681119,1011030,1.0,0.9998004980302906,0.35874879416761285,0.6244273243859791,0.4556916008056356,0.65,TFIDF-top1
1673841,2573538,20123112202,1018128,1.0,0.9998215620726159,0.3940879775503905,0.6217905926851313,0.4824202504327496,0.66,TFIDF-top1
1673742,2053279,20123632461,1018227,1.0,0.9998474041949925,0.44908306124381914,0.6217538166301321,0.5214969956332693,0.67,TFIDF-top1
1636068,1976252,20123709488,1055901,1.0,0.9998493592954267,0.4529133631571954,0.6077588560640929,0.51903331208325,0.68,TFIDF-top1
1633606,1763868,20123921872,1058363,1.0,0.9998597884518662,0.48082958103579304,0.6068442838680534,0.5365370855758071,0.6900000000000001,TFIDF-top1
1633047,1744610,20123941130,1058922,1.0,0.9998607174388054,0.48348514961702743,0.6066366291736643,0.5381046542241648,0.7000000000000001,TFIDF-top1
1632066,1585044,20124100696,1059903,1.0,0.999868596116476,0.5073081119389763,0.6062722119014,0.5523926825144831,0.71,TFIDF-top1
1631654,1328463,20124357277,1060315,1.0,0.9998813228748717,0.5512126716612891,0.6061191640765551,0.5773634725303188,0.72,TFIDF-top1
1627542,1302048,20124383692,1064427,1.0,0.9998824309125051,0.5555528247980093,0.6045916576305299,0.579035815509541,0.73,TFIDF-top1
1595773,1156765,20124528975,1096196,1.0,0.9998880704131962,0.5797460380201835,0.5927902587288338,0.5861955912629004,0.74,TFIDF-top1
1589191,1117833,20124567907,1102778,1.0,0.9998896775968683,0.5870620282642488,0.590345208284345,0.588699040728521,0.75,TFIDF-top1
1569611,1039396,20124646344,1122358,1.0,0.9998926016775295,0.6016124142250289,0.5830717218511803,0.5921969841025501,0.76,TFIDF-top1
1569281,955089,20124730651,1122688,1.0,0.9998967737474903,0.6216525311265781,0.5829491350011832,0.6016790703211582,0.77,TFIDF-top1
1567986,943424,20124742316,1123983,1.0,0.9998972889405252,0.6243448899223942,0.58246807448377,0.6026799124184496,0.78,TFIDF-top1
1551474,909043,20124776697,1140495,1.0,0.9998981766921492,0.6305479702030102,0.5763342742802758,0.6022234703791529,0.79,TFIDF-top1
1551156,906904,20124778836,1140813,1.0,0.9998982671614373,0.6310488759428167,0.576216145133915,0.6023872875278955,0.8,TFIDF-top1
1534944,356425,20125329315,1157025,1.0,0.9999248101351296,0.8115518441932801,0.5701937875213273,0.6697930634834263,0.81,TFIDF-top1
1524700,343315,20125342425,1167269,1.0,0.99992495252117,0.8162140025642193,0.5663883945171732,0.668730416597953,0.8200000000000001,TFIDF-top1
1521828,339019,20125346721,1170141,1.0,0.9999250232670601,0.8178146833135663,0.5653215174468949,0.668521635840324,0.8300000000000001,TFIDF-top1
1518786,174720,20125511020,1173183,1.0,0.9999330346926371,0.8968294177877137,0.5641914895751028,0.6926437843107075,0.84,TFIDF-top1
1513118,153787,20125531953,1178851,1.0,0.9999337930746697,0.9077409930379956,0.5620859675575759,0.69427012572513,0.85,TFIDF-top1
1505483,123666,20125562074,1186486,1.0,0.9999349102039449,0.9240916576691266,0.5592497536190053,0.6968025404536512,0.86,TFIDF-top1
1492881,122849,20125562891,1199088,1.0,0.9999343247121496,0.9239668756537293,0.554568421850326,0.6931222446136558,0.87,TFIDF-top1
1443869,122837,20125562903,1248100,1.0,0.9999318903381177,0.9215953727119192,0.5363616742986268,0.6780836762608088,0.88,TFIDF-top1
1387914,83779,20125601961,1304055,1.0,0.9999310508765255,0.9430730458050695,0.515575773718048,0.6666794759036636,0.89,TFIDF-top1
1378188,83633,20125602107,1313781,1.0,0.9999305749315617,0.9427884809426051,0.511962804920859,0.66358097063164,0.9,TFIDF-top1
1346215,80409,20125605331,1345754,1.0,0.9999291466495404,0.943636865775425,0.5000856250573466,0.6537256776768184,0.91,TFIDF-top1
1337055,4822,20125680918,1354914,1.0,0.9999324468161489,0.9964065260824949,0.4966829112816678,0.6629182175026017,0.92,TFIDF-top1
1332795,4699,20125681041,1359174,1.0,0.9999322412854271,0.9964867132114238,0.4951004264907954,0.6615248731654814,0.93,TFIDF-top1
1287316,4699,20125681041,1404653,1.0,0.9999299818385577,0.9963630453206812,0.4782061011846719,0.6462455672512741,0.9400000000000001,TFIDF-top1
1265684,2536,20125683204,1426285,1.0,0.9999290145971694,0.9980003469429595,0.47017034742970665,0.6392038359785353,0.9500000000000001,TFIDF-top1
1261160,2085,20125683655,1430809,1.0,0.9999288122460381,0.9983494888165003,0.46848979315883654,0.6377202346067747,0.96,TFIDF-top1
1117550,1005,20125684735,1574419,1.0,0.9999217311984713,0.9991015193709741,0.4151422248918914,0.5865597487379689,0.97,TFIDF-top1
1059597,1005,20125684735,1632372,1.0,0.999918852029527,0.9990524249435698,0.3936141166558753,0.5647312202753793,0.98,TFIDF-top1
970004,1005,20125684735,1721965,1.0,0.9999144009504934,0.9989649941452654,0.3603325298322529,0.5296258945590173,0.99,TFIDF-top1
0,0,20125685740,2691969,1.0,0.0,0.0,0.0,0.0,1.0,TFIDF-top1
770495,9324597,20116361143,1921474,1.0,0.9994412827917587,0.0763237224583986,0.2862198636016982,0.12051166409544774,0.0,Levenshtein
897189,10142874,20115542866,1794780,1.0,0.9994069241857151,0.08126665581527931,0.33328355564272844,0.13067097425930846,0.01,Levenshtein
888132,9572095,20116113645,1803837,1.0,0.9994348311540818,0.08490561438102634,0.32991910382326095,0.13505455666871144,0.02,Levenshtein
888132,9572095,20116113645,1803837,1.0,0.9994348311540818,0.08490561438102634,0.32991910382326095,0.13505455666871144,0.03,Levenshtein
897189,10142874,20115542866,1794780,1.0,0.9994069241857151,0.08126665581527931,0.33328355564272844,0.13067097425930846,0.04,Levenshtein
897189,10142874,20115542866,1794780,1.0,0.9994069241857151,0.08126665581527931,0.33328355564272844,0.13067097425930846,0.05,Levenshtein
897189,10142874,20115542866,1794780,1.0,0.9994069241857151,0.08126665581527931,0.33328355564272844,0.13067097425930846,0.06,Levenshtein
897189,10142874,20115542866,1794780,1.0,0.9994069241857151,0.08126665581527931,0.33328355564272844,0.13067097425930846,0.07,Levenshtein
888132,9572095,20116113645,1803837,1.0,0.9994348311540818,0.08490561438102634,0.32991910382326095,0.13505455666871144,0.08,Levenshtein
897189,10160034,20115525706,1794780,1.0,0.9994060716579929,0.08114053591937144,0.33328355564272844,0.13050788729985005,0.09,Levenshtein
897189,10159737,20115526003,1794780,1.0,0.9994060864132803,0.08114271543465154,0.33328355564272844,0.13051070649677665,0.1,Levenshtein
897189,10159737,20115526003,1794780,1.0,0.9994060864132803,0.08114271543465154,0.33328355564272844,0.13051070649677665,0.11,Levenshtein
897189,10160319,20115525421,1794780,1.0,0.9994060574988786,0.08113844457539619,0.33328355564272844,0.1305051821243819,0.12,Levenshtein
897189,10160319,20115525421,1794780,1.0,0.9994060574988786,0.08113844457539619,0.33328355564272844,0.1305051821243819,0.13,Levenshtein
897189,10160319,20115525421,1794780,1.0,0.9994060574988786,0.08113844457539619,0.33328355564272844,0.1305051821243819,0.14,Levenshtein
897189,10159697,20115526043,1794780,1.0,0.9994060884005245,0.08114300898100966,0.33328355564272844,0.13051108619590504,0.15,Levenshtein
897189,10136210,20115549530,1794780,1.0,0.9994072552605834,0.08131573960118726,0.33328355564272844,0.13073441819556314,0.16,Levenshtein
897189,10136210,20115549530,1794780,1.0,0.9994072552605834,0.08131573960118726,0.33328355564272844,0.13073441819556314,0.17,Levenshtein
897189,10130096,20115555644,1794780,1.0,0.9994075590108452,0.08136082453659264,0.33328355564272844,0.13079268012677656,0.18,Levenshtein
897189,10280885,20115404855,1794780,1.0,0.9994000676470514,0.08026329043804863,0.33328355564272844,0.12937075970132175,0.19,Levenshtein
897189,10366783,20115318957,1794780,1.0,0.9993958001396922,0.07965121007047958,0.33328355564272844,0.12857449024755838,0.2,Levenshtein
888132,9606713,20116079027,1803837,1.0,0.9994331112936689,0.08462554711384494,0.32991910382326095,0.1347000116934993,0.21,Levenshtein
897189,10343358,20115342382,1794780,1.0,0.9993969639195228,0.0798172010668164,0.33328355564272844,0.12879066494522595,0.22,Levenshtein
897189,10305884,20115379856,1794780,1.0,0.9993988256691652,0.08008418761530876,0.33328355564272844,0.12913800476457718,0.23,Levenshtein
896793,10254382,20115431358,1795176,1.0,0.9994013646715993,0.0804213905709488,0.33313645142273185,0.1295649312034896,0.24,Levenshtein
897189,10238191,20115447549,1794780,1.0,0.9994021887320497,0.0805710267633435,0.33328355564272844,0.12977021119521898,0.25,Levenshtein
897189,10188213,20115497527,1794780,1.0,0.9994046716942001,0.08093427734961708,0.33328355564272844,0.13024095816248252,0.26,Levenshtein
897259,10177171,20115508569,1794710,1.0,0.9994052237506132,0.08102078391393508,0.33330955891393993,0.13035493159830686,0.27,Levenshtein
897259,10184846,20115500894,1794710,1.0,0.99940484244815,0.08096467232533891,0.33330955891393993,0.13028229701684482,0.28,Levenshtein
895890,9596854,20116088886,1796079,1.0,0.999433986525655,0.08538186007397111,0.3328010092241033,0.1358982937285021,0.29,Levenshtein
883435,8744889,20116940851,1808534,1.0,0.9994756943081766,0.09175376732232941,0.3281742843249681,0.14341136205121097,0.3,Levenshtein
900007,9588850,20116096890,1791962,1.0,0.9994345887103007,0.08580601299073864,0.33433037304664354,0.13656306516753958,0.31,Levenshtein
901194,9527410,20116158330,1790775,1.0,0.999437700088719,0.08641559311294206,0.3347713142313303,0.1373711346295623,0.32,Levenshtein
889647,9354588,20116331152,1802322,1.0,0.9994457124085558,0.0868436735393126,0.3304818889073388,0.13754374931007582,0.33,Levenshtein
889829,9309322,20116376418,1802140,1.0,0.999447970315311,0.08724539915136073,0.3305494974124888,0.13805301633993014,0.34,Levenshtein
889829,8796868,20116888872,1802140,1.0,0.9994734295951103,0.09186093051119489,0.3305494974124888,0.14376815724731568,0.35000000000000003,Levenshtein
887937,8533877,20117151863,1804032,1.0,0.9994864012813424,0.09424267980666992,0.32984666613917174,0.14659945617318718,0.36,Levenshtein
892751,8537985,20117147755,1799218,1.0,0.9994864363562008,0.09466397956638803,0.33163494824791817,0.14728577491574693,0.37,Levenshtein
900023,8287275,20117398465,1791946,1.0,0.9994992531864357,0.09796384094648938,0.3343363166514919,0.15152837292065244,0.38,Levenshtein
898559,7946675,20117739065,1793410,1.0,0.9995161018368786,0.10158679804287823,0.33379247680786817,0.155767216716218,0.39,Levenshtein
905526,7974100,20117711640,1786443,1.0,0.9995150854608796,0.10197794366564537,0.3363805452440203,0.15650841565056503,0.4,Levenshtein
911998,7440688,20118245052,1779971,1.0,0.9995419074933258,0.10918619471628647,0.3387847334051767,0.165147394825823,0.41000000000000003,Levenshtein
911662,7550145,20118135595,1780307,1.0,0.9995364528560179,0.10773845350053482,0.33865991770336135,0.1634714557652942,0.42,Levenshtein
911662,7479294,20118206446,1780307,1.0,0.9995399728118248,0.10864816833743378,0.33865991770336135,0.1645164972243338,0.43,Levenshtein
911662,7471969,20118213771,1780307,1.0,0.999540336725902,0.10874309711388777,0.33865991770336135,0.16462530246668353,0.44,Levenshtein
909955,6892146,20118793594,1782014,1.0,0.9995690581662664,0.11662948223818174,0.3380258093611033,0.1734227044416513,0.45,Levenshtein
909955,6660146,20119025594,1782014,1.0,0.9995805841820911,0.1202038123401524,0.3380258093611033,0.177343362498989,0.46,Levenshtein
909583,6279679,20119406061,1782386,1.0,0.9995994677208191,0.126519662240714,0.3378876205483793,0.18410317499914738,0.47000000000000003,Levenshtein
871874,6138488,20119547252,1820095,1.0,0.9996046088206879,0.12436932643421267,0.3238796583467343,0.17972464555167206,0.48,Levenshtein
863914,5690136,20119995604,1828055,1.0,0.9996264879808651,0.13181376400851383,0.32092271493468166,0.18687264216091273,0.49,Levenshtein
871144,5945503,20119740237,1820825,1.0,0.9996141602610862,0.12779655452306685,0.32360848137552845,0.183232554558939,0.5,Levenshtein
869758,5873362,20119812378,1822211,1.0,0.9996176754475071,0.1289845056887613,0.3230936166055404,0.18436667635037676,0.51,Levenshtein
870094,5824653,20119861087,1821875,1.0,0.9996201120571887,0.1299666738713203,0.3232184323073557,0.18538837224861177,0.52,Levenshtein
864781,5488061,20120197679,1827188,1.0,0.9996365703632077,0.13612506024862572,0.3212447840224014,0.19122146388686287,0.53,Levenshtein
864781,5443845,20120241895,1827188,1.0,0.9996387670628444,0.13707913577378023,0.3212447840224014,0.192160851588145,0.54,Levenshtein
786771,4787156,20120898584,1905198,1.0,0.9996675164736696,0.14115201006399977,0.2922659956336793,0.19036556956438844,0.55,Levenshtein
853064,4584948,20121100792,1838905,1.0,0.9996808558994237,0.15687056225694243,0.31689220789689626,0.20985633299758016,0.56,Levenshtein
852426,4058470,20121627270,1839543,1.0,0.9997069802104637,0.17357850787310503,0.31665520665356844,0.22423809971635694,0.5700000000000001,Levenshtein
852390,3615797,20122069943,1839579,1.0,0.9997289709047162,0.19076864956636774,0.3166418335426597,0.2380925778712084,0.58,Levenshtein
852696,3543953,20122141787,1839273,1.0,0.9997325553962755,0.1939422501091172,0.3167555049853843,0.24058173257467108,0.59,Levenshtein
852696,3479605,20122206135,1839273,1.0,0.9997357522758716,0.19682288926831262,0.3167555049853843,0.24278565601834784,0.6,Levenshtein
853817,3287694,20122398046,1838152,1.0,0.9997453423184866,0.20616074664536688,0.3171719288000716,0.24989229499464405,0.61,Levenshtein
855186,3167231,20122518509,1836783,1.0,0.9997513950665898,0.21260500838177643,0.3176804784899083,0.2547324505919082,0.62,Levenshtein
851744,3071429,20122614311,1840225,1.0,0.9997559836132346,0.21710589872024508,0.31640186049690766,0.25751344415584726,0.63,Levenshtein
851674,2669663,20123016077,1840295,1.0,0.9997759403134618,0.2418609749649068,0.3163758572256961,0.2741451974198599,0.64,Levenshtein
844950,2044278,20123641462,1847019,1.0,0.9998066760741349,0.2924483633690384,0.3138780572881783,0.3027845102045314,0.65,Levenshtein
847556,1977443,20123708297,1844413,1.0,0.999810125979587,0.3000199292105944,0.31484612192785283,0.30725427444929904,0.66,Levenshtein
847417,1878077,20123807663,1844552,1.0,0.9998150556863639,0.3109223502234824,0.3147944868607328,0.3128464375298918,0.67,Levenshtein
846901,1644038,20124041702,1845068,1.0,0.999826657366508,0.339992669431086,0.3146028056043736,0.3268053378528038,0.68,Levenshtein
846868,1598270,20124087470,1845101,1.0,0.9998289295317396,0.34634773170266875,0.3145905469193739,0.32970619455658606,0.6900000000000001,Levenshtein
844325,1571913,20124113827,1847644,1.0,0.9998301126375192,0.34943784511294,0.3136458852237897,0.33057587525329335,0.7000000000000001,Levenshtein
844052,676878,20125008862,1847917,1.0,0.9998745654003268,0.5549578218589941,0.3135444724660648,0.40069890116045986,0.71,Levenshtein
852808,658533,20125027207,1839161,1.0,0.9998759118078908,0.5642723912075435,0.3167971102193227,0.4057792549205269,0.72,Levenshtein
843262,625795,20125059945,1848707,1.0,0.9998770640120245,0.5740158482618442,0.3132510069766777,0.4053144585013408,0.73,Levenshtein
841211,578333,20125107407,1850758,1.0,0.9998793200805789,0.5925924099570002,0.3124891111301802,0.4091977819357497,0.74,Levenshtein
820836,553808,20125131932,1871133,1.0,0.999879526257155,0.5971262377750166,0.30492030183111324,0.4036951635181415,0.75,Levenshtein
804286,541475,20125144265,1887683,1.0,0.999879316751945,0.5976440095975437,0.2987723855661042,0.39838523130570885,0.76,Levenshtein
804075,515800,20125169940,1887894,1.0,0.9998805818315439,0.6092054171796571,0.29869400427716664,0.40085058142839053,0.77,Levenshtein
792500,499938,20125185802,1899469,1.0,0.9998807948144313,0.6131822184120244,0.29439417764469056,0.3978007266827912,0.78,Levenshtein
793962,499106,20125186634,1898007,1.0,0.9998809087828808,0.6140141121735284,0.2949372745377083,0.3984715825725082,0.79,Levenshtein
780678,498844,20125186896,1911291,1.0,0.9998802618355616,0.6101325338681164,0.2900025966123681,0.3931410142941278,0.8,Levenshtein
780186,496763,20125188977,1911783,1.0,0.9998803407788337,0.6109766325828204,0.28981983076328144,0.3931479561936024,0.81,Levenshtein
778406,496221,20125189519,1913563,1.0,0.9998802792736285,0.6106931674913524,0.2891586047239028,0.39248060553683806,0.8200000000000001,Levenshtein
777287,496159,20125189581,1914682,1.0,0.999880226760703,0.6103808092372979,0.2887429238598216,0.3920331163320863,0.8300000000000001,Levenshtein
768363,310148,20125375592,1923606,1.0,0.9998890246381356,0.7124294513454198,0.28542787825565596,0.40756773673378455,0.84,Levenshtein
776003,317837,20125367903,1915966,1.0,0.9998890222037615,0.7094300811818913,0.2882659495707417,0.4099535924818183,0.85,Levenshtein
768019,315426,20125370314,1923950,1.0,0.9998887453309763,0.7088675474989501,0.28530009075141655,0.40685286434812185,0.86,Levenshtein
766416,308202,20125377538,1925553,1.0,0.9998890245884545,0.7131985505547087,0.28470461584067275,0.4069551559541834,0.87,Levenshtein
755983,307175,20125378565,1935986,1.0,0.9998885572880025,0.7110730484086091,0.2808290140042474,0.40264044331922727,0.88,Levenshtein
753828,296551,20125389189,1938141,1.0,0.9998889780372613,0.7176723830160352,0.2800284847262357,0.4028636567203263,0.89,Levenshtein
742175,292517,20125393223,1949794,1.0,0.9998885995169399,0.7172907493244366,0.27569968302012393,0.3983056145970884,0.9,Levenshtein
722860,292172,20125393568,1969109,1.0,0.9998876570664218,0.7121548877276775,0.26852463754225997,0.389997197195253,0.91,Levenshtein
722145,221622,20125464118,1969824,1.0,0.9998911265462284,0.7651729717186552,0.2682590327005995,0.3972483150591793,0.92,Levenshtein
707556,221614,20125464126,1984413,1.0,0.99989040214607,0.761492514825059,0.262839579504816,0.39079195799995525,0.93,Levenshtein
674762,1160,20125684580,2017207,1.0,0.9998997253018013,0.9982838256485216,0.25065741841752265,0.40070299187236175,0.9400000000000001,Levenshtein
673410,1160,20125684580,2018559,1.0,0.9998996581329505,0.9982803860236892,0.2501551838078373,0.40006071517365455,0.9500000000000001,Levenshtein
663586,145,20125685595,2028383,1.0,0.9998992204921168,0.9997815380025944,0.2465058104309522,0.3954978096969336,0.96,Levenshtein
642397,3,20125685737,2049572,1.0,0.9998981748539484,0.9999953300124533,0.23863462023522558,0.3853184815477831,0.97,Levenshtein
636552,3,20125685737,2055417,1.0,0.9998978844679032,0.9999952871315126,0.2364633470890638,0.3824830465395473,0.98,Levenshtein
579480,3,20125685737,2112489,1.0,0.9998950490680103,0.9999948229715108,0.2152625085950098,0.35426471181603764,0.99,Levenshtein
0,0,20125685740,2691969,1.0,0.0,0.0,0.0,0.0,1.0,Levenshtein
